puzzle,path,generated,expanded,close,open,alg
Jam-6,12,612,62,62,196,0
Jam-6,13,751,76,76,258,0
Jam-6,13,696,71,71,239,0
Jam-6,14,648,66,66,251,0
Jam-6,14,719,73,73,247,0
Jam-6,12,667,68,68,229,0
Jam-6,12,677,69,69,230,0
Jam-6,13,622,63,63,235,0
Jam-6,14,697,71,71,249,0
Jam-6,14,650,66,66,252,0
Jam-6,14,717,73,73,257,0
Jam-6,14,628,64,64,241,0
Jam-6,13,731,74,74,247,0
Jam-6,12,772,78,78,241,0
Jam-6,12,720,73,73,228,0
Jam-6,12,741,75,75,241,0
Jam-6,13,735,75,75,251,0
Jam-6,12,650,66,66,215,0
Jam-6,12,631,64,64,216,0
Jam-6,13,719,73,73,241,0
Jam-6,13,628,64,64,238,0
Jam-6,12,614,62,62,210,0
Jam-6,12,713,72,72,236,0
Jam-6,13,664,67,67,233,0
Jam-6,12,639,65,65,216,0
Jam-6,14,735,75,75,258,0
Jam-6,12,718,73,73,235,0
Jam-6,12,671,68,68,228,0
Jam-6,13,670,68,68,227,0
Jam-6,13,620,63,63,216,0
Jam-6,14,748,76,76,263,0
Jam-6,14,690,70,70,252,0
Jam-6,12,662,67,67,220,0
Jam-6,13,688,70,70,239,0
Jam-7,13,7688,717,717,946,0
Jam-7,13,7208,669,669,1033,0
Jam-7,13,7438,687,687,984,0
Jam-7,13,7121,660,660,1022,0
Jam-7,13,7545,697,697,1033,0
Jam-7,13,7526,703,703,986,0
Jam-7,13,6961,649,649,1003,0
Jam-7,13,6992,649,649,1007,0
Jam-7,13,7008,652,652,993,0
Jam-7,13,6957,649,649,996,0
Jam-7,13,7198,670,670,1007,0
Jam-7,13,6740,633,633,952,0
Jam-7,13,7357,684,684,1029,0
Jam-7,13,7454,694,694,964,0
Jam-7,13,6682,624,624,991,0
Jam-7,13,6921,639,639,1061,0
Jam-7,13,7188,673,673,979,0
Jam-7,13,6701,624,624,1003,0
Jam-7,13,7627,701,701,1054,0
Jam-7,13,7786,719,719,1064,0
Jam-7,13,7634,708,708,975,0
Jam-7,13,7057,656,656,997,0
Jam-7,13,7341,676,676,1086,0
Jam-7,13,7529,696,696,1050,0
Jam-7,13,7336,678,678,1045,0
Jam-7,13,7526,698,698,1047,0
Jam-7,13,7936,740,740,961,0
Jam-7,13,7269,675,675,997,0
Jam-7,13,7081,661,661,990,0
Jam-7,13,7200,675,675,992,0
Jam-7,13,7485,698,698,1033,0
Jam-7,13,7259,675,675,984,0
Jam-7,13,7047,659,659,1009,0
Jam-7,13,6963,642,642,1067,0
Jam-7,13,7148,660,660,1016,0
Jam-7,13,7581,703,703,1017,0
Jam-7,13,8176,753,753,1039,0
Jam-7,13,6769,632,632,999,0
Jam-7,13,7345,682,682,986,0
Jam-7,13,7982,734,734,1055,0
Jam-7,13,7055,653,653,1048,0
Jam-7,13,7195,668,668,996,0
Jam-7,13,7009,654,654,1016,0
Jam-7,13,7571,702,702,1018,0
Jam-7,13,6725,629,629,962,0
Jam-7,13,7346,686,686,957,0
Jam-7,13,6952,652,652,962,0
Jam-7,13,7685,711,711,994,0
Jam-7,13,6782,631,631,994,0
Jam-7,13,7361,681,681,1018,0
Jam-7,13,6991,649,649,1038,0
Jam-7,13,7429,692,692,969,0
Jam-7,13,7143,668,668,1006,0
Jam-7,13,7063,658,658,978,0
Jam-7,13,7708,710,710,1034,0
Jam-7,13,7200,671,671,996,0
Jam-7,13,6834,638,638,997,0
Jam-7,13,7166,667,667,1017,0
Jam-7,13,7087,661,661,989,0
Jam-7,13,7177,663,663,1036,0
Jam-7,13,7928,731,731,1022,0
Jam-7,13,7843,722,722,1046,0
Jam-7,13,6961,647,647,987,0
Jam-7,13,7282,677,677,1024,0
Jam-7,13,6809,633,633,1009,0
Jam-7,13,7953,738,738,1010,0
Jam-7,13,6820,636,636,972,0
Jam-7,13,7405,687,687,1064,0
Jam-7,13,7973,739,739,1037,0
Jam-7,13,6773,633,633,1019,0
Jam-7,13,7102,658,658,1015,0
Jam-7,13,6909,644,644,996,0
Jam-7,13,6817,637,637,1009,0
Jam-7,13,7445,691,691,1041,0
Jam-7,13,7250,674,674,1012,0
Jam-7,13,7104,659,659,1057,0
Jam-7,13,7750,721,721,960,0
Jam-7,13,6965,647,647,1026,0
Jam-7,13,6792,628,628,1051,0
Jam-7,13,6900,644,644,994,0
Jam-7,13,6881,641,641,1010,0
Jam-7,13,6696,624,624,995,0
Jam-7,13,7025,647,647,1074,0
Jam-7,13,7823,723,723,1012,0
Jam-7,13,7698,705,705,1082,0
Jam-7,13,7195,666,666,1034,0
Jam-7,13,7107,660,660,1008,0
Jam-7,13,7796,724,724,1017,0
Jam-7,13,7133,659,659,1052,0
Jam-7,13,6738,631,631,975,0
Jam-7,13,7588,707,707,962,0
Jam-7,13,7088,661,661,991,0
Jam-7,13,6814,635,635,990,0
Jam-7,13,7573,698,698,1011,0
Jam-7,13,6841,638,638,967,0
Jam-7,13,8059,741,741,1016,0
Jam-7,13,7090,658,658,1012,0
Jam-7,13,7189,668,668,1013,0
Jam-7,13,7133,663,663,1011,0
Jam-7,13,6780,632,632,1005,0
Jam-8,16,412,59,59,97,0
Jam-8,16,397,56,56,97,0
Jam-8,14,379,53,53,108,0
Jam-8,19,595,105,105,124,0
Jam-8,14,297,42,42,92,0
Jam-8,19,615,108,108,127,0
Jam-8,23,773,131,131,136,0
Jam-8,14,314,44,44,101,0
Jam-8,14,331,47,47,100,0
Jam-8,14,332,47,47,101,0
Jam-8,19,588,104,104,124,0
Jam-8,19,605,107,107,125,0
Jam-8,14,305,42,42,103,0
Jam-8,14,384,53,53,108,0
Jam-8,19,606,107,107,128,0
Jam-8,14,379,52,52,111,0
Jam-8,14,386,53,53,113,0
Jam-8,19,621,109,109,126,0
Jam-8,19,594,105,105,122,0
Jam-8,19,601,106,106,126,0
Jam-8,19,608,107,107,126,0
Jam-8,19,601,106,106,126,0
Jam-8,19,598,106,106,124,0
Jam-8,14,337,46,46,110,0
Jam-8,19,589,105,105,117,0
Jam-8,14,329,46,46,101,0
Jam-8,14,367,50,50,111,0
Jam-8,19,616,108,108,127,0
Jam-8,14,310,41,41,107,0
Jam-8,16,412,59,59,97,0
Jam-8,19,606,107,107,123,0
Jam-8,16,358,52,52,89,0
Jam-8,14,380,52,52,112,0
Jam-8,16,402,56,56,106,0
Jam-8,14,335,47,47,103,0
Jam-8,19,599,106,106,126,0
Jam-8,23,735,125,125,138,0
Jam-8,19,598,106,106,125,0
Jam-8,19,607,107,107,128,0
Jam-8,19,578,103,103,118,0
Jam-8,19,606,107,107,123,0
Jam-8,19,592,105,105,122,0
Jam-8,21,688,118,118,133,0
Jam-8,14,304,43,43,98,0
Jam-8,14,301,41,41,103,0
Jam-8,14,327,44,44,111,0
Jam-8,19,613,108,108,129,0
Jam-8,19,616,108,108,126,0
Jam-8,19,623,109,109,129,0
Jam-8,16,317,45,45,88,0
Jam-8,19,575,103,103,115,0
Jam-8,14,378,53,53,107,0
Jam-8,19,625,109,109,132,0
Jam-8,14,363,50,50,111,0
Jam-8,14,377,52,52,108,0
Jam-8,19,608,107,107,127,0
Jam-8,14,299,41,41,99,0
Jam-8,19,591,105,105,124,0
Jam-8,14,361,49,49,111,0
Jam-8,21,683,117,117,135,0
Jam-8,14,354,48,48,116,0
Jam-8,19,610,107,107,131,0
Jam-8,14,309,43,43,101,0
Jam-8,14,303,42,42,99,0
Jam-8,14,306,41,41,104,0
Jam-8,19,593,105,105,125,0
Jam-8,14,375,52,52,105,0
Jam-8,16,356,51,51,90,0
Jam-8,19,622,109,109,126,0
Jam-8,14,371,52,52,104,0
Jam-8,14,309,43,43,101,0
Jam-8,21,730,124,124,141,0
Jam-8,14,298,41,41,97,0
Jam-8,16,389,55,55,99,0
Jam-8,19,577,103,103,118,0
Jam-8,16,392,55,55,99,0
Jam-8,14,371,51,51,108,0
Jam-8,19,588,104,104,121,0
Jam-8,19,584,104,104,118,0
Jam-8,14,378,53,53,107,0
Jam-8,14,335,46,46,109,0
Jam-8,16,412,59,59,98,0
Jam-8,14,338,46,46,114,0
Jam-8,14,384,53,53,108,0
Jam-8,14,377,52,52,108,0
Jam-8,14,329,45,45,109,0
Jam-8,19,594,105,105,127,0
Jam-8,19,567,102,102,115,0
Jam-8,19,585,104,104,123,0
Jam-8,16,318,45,45,89,0
Jam-8,19,613,108,108,125,0
Jam-8,19,584,104,104,122,0
Jam-8,14,366,50,50,109,0
Jam-8,19,577,103,103,121,0
Jam-8,19,606,107,107,123,0
Jam-8,14,368,51,51,110,0
Jam-8,19,616,108,108,129,0
Jam-8,14,346,48,48,104,0
Jam-8,19,576,103,103,117,0
Jam-8,14,371,52,52,105,0
Jam-9,12,106,16,16,59,0
Jam-9,12,98,15,15,55,0
Jam-9,12,124,17,17,74,0
Jam-9,12,107,17,17,53,0
Jam-9,12,142,19,19,82,0
Jam-9,12,117,17,17,66,0
Jam-9,12,134,19,19,74,0
Jam-9,12,106,16,16,59,0
Jam-9,12,130,19,19,71,0
Jam-9,12,125,17,17,74,0
Jam-9,12,93,15,15,50,0
Jam-9,12,143,20,20,75,0
Jam-9,12,157,23,23,75,0
Jam-9,12,118,17,17,68,0
Jam-9,12,98,15,15,55,0
Jam-9,12,107,16,16,61,0
Jam-9,12,172,22,22,95,0
Jam-9,12,134,19,19,74,0
Jam-9,12,172,22,22,98,0
Jam-9,12,152,21,21,81,0
Jam-9,12,117,17,17,66,0
Jam-9,12,106,15,15,63,0
Jam-9,12,113,16,16,67,0
Jam-9,12,149,19,19,89,0
Jam-9,12,115,16,16,68,0
Jam-9,12,116,16,16,70,0
Jam-9,12,106,17,17,55,0
Jam-9,12,188,25,25,95,0
Jam-9,12,118,17,17,68,0
Jam-9,12,124,18,18,68,0
Jam-9,12,110,16,16,63,0
Jam-9,12,195,24,24,109,0
Jam-9,12,129,18,18,73,0
Jam-9,12,119,17,17,68,0
Jam-9,12,135,19,19,72,0
Jam-9,12,98,15,15,55,0
Jam-9,12,93,15,15,50,0
Jam-9,12,135,19,19,73,0
Jam-9,12,98,15,15,55,0
Jam-9,12,151,20,20,83,0
Jam-9,12,142,19,19,82,0
Jam-9,12,130,18,18,74,0
Jam-9,12,111,17,17,59,0
Jam-9,12,142,19,19,82,0
Jam-9,12,124,19,19,61,0
Jam-9,12,106,16,16,59,0
Jam-9,12,154,20,20,90,0
Jam-9,12,126,18,18,71,0
Jam-9,12,116,17,17,66,0
Jam-9,12,98,15,15,55,0
Jam-9,12,116,16,16,70,0
Jam-9,12,127,18,18,72,0
Jam-9,12,126,17,17,76,0
Jam-9,12,131,19,19,69,0
Jam-9,12,151,20,20,83,0
Jam-9,12,107,16,16,61,0
Jam-9,12,113,16,16,67,0
Jam-9,12,180,24,24,93,0
Jam-9,12,172,22,22,98,0
Jam-9,12,119,16,16,73,0
Jam-9,12,118,17,17,68,0
Jam-9,12,158,20,20,90,0
Jam-9,12,129,19,19,66,0
Jam-9,12,101,15,15,58,0
Jam-9,12,135,18,18,79,0
Jam-9,12,112,17,17,60,0
Jam-9,12,121,18,18,66,0
Jam-9,12,162,22,22,86,0
Jam-9,12,119,18,18,63,0
Jam-9,12,142,19,19,82,0
Jam-9,12,101,15,15,58,0
Jam-9,12,124,17,17,74,0
Jam-9,12,115,16,16,66,0
Jam-9,12,107,16,16,61,0
Jam-9,12,149,19,19,89,0
Jam-9,12,106,16,16,59,0
Jam-9,12,126,18,18,70,0
Jam-9,12,178,24,24,91,0
Jam-9,12,93,15,15,50,0
Jam-9,12,143,20,20,74,0
Jam-9,12,135,18,18,79,0
Jam-9,12,116,17,17,66,0
Jam-9,12,116,16,16,70,0
Jam-9,12,132,20,20,65,0
Jam-9,12,118,17,17,67,0
Jam-9,12,115,17,17,64,0
Jam-9,12,93,15,15,50,0
Jam-9,12,148,19,19,87,0
Jam-9,12,98,15,15,55,0
Jam-9,12,135,18,18,79,0
Jam-9,12,139,20,20,75,0
Jam-9,12,158,20,20,90,0
Jam-9,12,122,19,19,63,0
Jam-9,12,125,17,17,74,0
Jam-9,12,119,17,17,67,0
Jam-9,12,127,18,18,71,0
Jam-9,12,93,15,15,50,0
Jam-9,12,98,15,15,55,0
Jam-9,12,116,16,16,70,0
Jam-9,12,129,17,17,79,0
Jam-10,19,1536,214,214,256,0
Jam-10,19,1473,205,205,255,0
Jam-10,19,1472,208,208,241,0
Jam-10,19,1442,202,202,250,0
Jam-10,19,1427,200,200,243,0
Jam-10,19,1482,207,207,259,0
Jam-10,19,1455,203,203,261,0
Jam-10,19,1427,200,200,240,0
Jam-10,19,1407,196,196,243,0
Jam-10,19,1448,204,204,239,0
Jam-10,19,1341,190,190,233,0
Jam-10,19,1474,206,206,259,0
Jam-10,19,1319,188,188,214,0
Jam-10,19,1341,190,190,228,0
Jam-10,19,1379,195,195,234,0
Jam-10,19,1343,190,190,230,0
Jam-10,19,1390,198,198,234,0
Jam-10,19,1429,201,201,246,0
Jam-10,19,1337,189,189,219,0
Jam-10,19,1316,188,188,216,0
Jam-10,19,1475,204,204,263,0
Jam-10,19,1425,200,200,255,0
Jam-10,19,1329,190,190,209,0
Jam-10,19,1377,194,194,238,0
Jam-10,19,1318,187,187,222,0
Jam-10,19,1433,203,203,242,0
Jam-10,19,1346,192,192,229,0
Jam-10,19,1325,189,189,221,0
Jam-10,19,1405,199,199,235,0
Jam-10,19,1473,205,205,261,0
Jam-10,19,1285,184,184,211,0
Jam-10,19,1465,206,206,243,0
Jam-10,19,1386,195,195,242,0
Jam-10,19,1277,183,183,211,0
Jam-10,19,1309,187,187,217,0
Jam-10,19,1524,212,212,266,0
Jam-10,19,1445,205,205,241,0
Jam-10,19,1443,205,205,243,0
Jam-10,19,1457,205,205,243,0
Jam-10,19,1381,194,194,240,0
Jam-10,19,1326,189,189,207,0
Jam-10,19,1313,189,189,217,0
Jam-10,19,1357,193,193,226,0
Jam-10,19,1541,214,214,262,0
Jam-10,19,1318,188,188,219,0
Jam-10,19,1485,208,208,251,0
Jam-10,19,1453,206,206,242,0
Jam-10,19,1403,197,197,246,0
Jam-10,19,1401,197,197,237,0
Jam-10,19,1440,204,204,235,0
Jam-10,19,1363,194,194,225,0
Jam-10,19,1402,199,199,238,0
Jam-10,19,1397,196,196,235,0
Jam-10,19,1435,202,202,235,0
Jam-10,19,1446,204,204,233,0
Jam-10,19,1293,186,186,206,0
Jam-10,19,1393,198,198,237,0
Jam-10,19,1416,198,198,248,0
Jam-10,19,1504,209,209,254,0
Jam-10,19,1328,190,190,217,0
Jam-10,19,1332,191,191,211,0
Jam-10,19,1275,184,184,206,0
Jam-10,19,1375,194,194,242,0
Jam-10,19,1419,199,199,244,0
Jam-10,19,1446,201,201,252,0
Jam-10,19,1433,200,200,252,0
Jam-10,19,1401,196,196,242,0
Jam-10,19,1352,193,193,225,0
Jam-10,19,1483,208,208,255,0
Jam-10,19,1456,203,203,251,0
Jam-10,19,1490,209,209,251,0
Jam-10,19,1402,198,198,235,0
Jam-10,19,1418,201,201,239,0
Jam-10,19,1318,188,188,214,0
Jam-10,19,1539,214,214,268,0
Jam-10,19,1360,193,193,237,0
Jam-10,19,1357,194,194,214,0
Jam-10,19,1516,211,211,252,0
Jam-10,19,1506,209,209,263,0
Jam-10,19,1382,196,196,222,0
Jam-10,19,1408,197,197,246,0
Jam-10,19,1442,202,202,249,0
Jam-10,19,1450,204,204,250,0
Jam-10,19,1370,195,195,218,0
Jam-10,19,1485,208,208,258,0
Jam-10,19,1409,200,200,243,0
Jam-10,19,1415,202,202,233,0
Jam-10,19,1379,195,195,232,0
Jam-10,19,1431,202,202,243,0
Jam-10,19,1322,191,191,211,0
Jam-10,19,1474,207,207,256,0
Jam-10,19,1473,206,206,248,0
Jam-10,19,1426,200,200,255,0
Jam-10,19,1399,198,198,237,0
Jam-10,19,1331,189,189,224,0
Jam-10,19,1478,208,208,253,0
Jam-10,19,1401,199,199,224,0
Jam-10,19,1335,190,190,226,0
Jam-10,19,1401,197,197,249,0
Jam-10,19,1360,192,192,229,0
Jam-1,8,3449,306,306,427,1
Jam-1,8,3422,303,303,430,1
Jam-1,8,3431,304,304,429,1
Jam-1,8,3440,305,305,428,1
Jam-1,8,3422,303,303,430,1
Jam-1,8,3422,303,303,430,1
Jam-1,8,3422,303,303,430,1
Jam-1,8,3422,303,303,430,1
Jam-1,8,3422,303,303,430,1
Jam-1,8,3422,303,303,430,1
Jam-1,8,3440,305,305,428,1
Jam-1,8,3439,305,305,428,1
Jam-1,8,3440,305,305,428,1
Jam-1,8,3422,303,303,430,1
Jam-1,8,3448,306,306,427,1
Jam-1,8,3430,304,304,429,1
Jam-1,8,3458,307,307,426,1
Jam-1,8,3422,303,303,430,1
Jam-1,8,3458,307,307,426,1
Jam-1,8,3456,307,307,426,1
Jam-1,8,3422,303,303,430,1
Jam-1,8,3422,303,303,430,1
Jam-1,8,3430,304,304,429,1
Jam-1,8,3439,305,305,428,1
Jam-1,8,3440,305,305,428,1
Jam-1,8,3422,303,303,430,1
Jam-1,8,3430,304,304,429,1
Jam-1,8,3430,304,304,429,1
Jam-1,8,3447,306,306,427,1
Jam-1,8,3422,303,303,430,1
Jam-1,8,3456,307,307,426,1
Jam-1,8,3449,306,306,427,1
Jam-1,8,3440,305,305,428,1
Jam-1,8,3422,303,303,430,1
Jam-1,8,3422,303,303,430,1
Jam-1,8,3422,303,303,430,1
Jam-1,8,3422,303,303,430,1
Jam-1,8,3422,303,303,430,1
Jam-1,8,3440,305,305,428,1
Jam-1,8,3440,305,305,428,1
Jam-1,8,3458,307,307,426,1
Jam-1,8,3431,304,304,429,1
Jam-1,8,3431,304,304,429,1
Jam-1,8,3422,303,303,430,1
Jam-1,8,3422,303,303,430,1
Jam-1,8,3456,307,307,426,1
Jam-1,8,3422,303,303,430,1
Jam-1,8,3430,304,304,429,1
Jam-1,8,3440,305,305,428,1
Jam-1,8,3422,303,303,430,1
Jam-1,8,3449,306,306,427,1
Jam-1,8,3422,303,303,430,1
Jam-1,8,3440,305,305,428,1
Jam-1,8,3422,303,303,430,1
Jam-1,8,3422,303,303,430,1
Jam-1,8,3440,305,305,428,1
Jam-1,8,3448,306,306,427,1
Jam-1,8,3431,304,304,429,1
Jam-1,8,3456,307,307,426,1
Jam-1,8,3438,305,305,428,1
Jam-1,8,3448,306,306,427,1
Jam-1,8,3448,306,306,427,1
Jam-1,8,3422,303,303,430,1
Jam-1,8,3422,303,303,430,1
Jam-1,8,3430,304,304,429,1
Jam-1,8,3458,307,307,426,1
Jam-1,8,3422,303,303,430,1
Jam-1,8,3440,305,305,428,1
Jam-1,8,3422,303,303,430,1
Jam-1,8,3456,307,307,426,1
Jam-1,8,3438,305,305,428,1
Jam-1,8,3447,306,306,427,1
Jam-1,8,3431,304,304,429,1
Jam-1,8,3422,303,303,430,1
Jam-1,8,3467,308,308,425,1
Jam-1,8,3430,304,304,429,1
Jam-1,8,3430,304,304,429,1
Jam-1,8,3457,307,307,426,1
Jam-1,8,3422,303,303,430,1
Jam-1,8,3448,306,306,427,1
Jam-1,8,3456,307,307,426,1
Jam-1,8,3465,308,308,425,1
Jam-1,8,3431,304,304,429,1
Jam-1,8,3422,303,303,430,1
Jam-1,8,3465,308,308,425,1
Jam-1,8,3438,305,305,428,1
Jam-1,8,3422,303,303,430,1
Jam-1,8,3422,303,303,430,1
Jam-1,8,3422,303,303,430,1
Jam-1,8,3440,305,305,428,1
Jam-1,8,3422,303,303,430,1
Jam-1,8,3458,307,307,426,1
Jam-1,8,3475,309,309,424,1
Jam-1,8,3476,309,309,424,1
Jam-1,8,3431,304,304,429,1
Jam-1,8,3431,304,304,429,1
Jam-1,8,3431,304,304,429,1
Jam-1,8,3422,303,303,430,1
Jam-1,8,3440,305,305,428,1
Jam-1,8,3447,306,306,427,1
Jam-11,25,5085,628,628,113,1
Jam-11,25,5113,631,631,114,1
Jam-11,25,5094,629,629,117,1
Jam-11,25,5105,630,630,114,1
Jam-11,25,5063,625,625,112,1
Jam-11,25,5070,626,626,112,1
Jam-11,25,5089,628,628,118,1
Jam-11,25,5082,627,627,118,1
Jam-11,25,5107,630,630,119,1
Jam-11,25,5082,627,627,118,1
Jam-11,25,5097,629,629,117,1
Jam-11,25,5072,626,626,116,1
Jam-11,25,5088,628,628,113,1
Jam-11,25,5087,628,628,117,1
Jam-11,25,5063,625,625,112,1
Jam-11,25,5063,625,625,112,1
Jam-11,25,5073,626,626,114,1
Jam-11,25,5082,627,627,118,1
Jam-11,25,5063,625,625,112,1
Jam-11,25,5073,626,626,114,1
Jam-11,25,5090,628,628,118,1
Jam-11,25,5107,630,630,119,1
Jam-11,25,5088,628,628,114,1
Jam-11,25,5097,629,629,117,1
Jam-11,25,5079,627,627,116,1
Jam-11,25,5098,629,629,115,1
Jam-11,25,5072,626,626,116,1
Jam-11,25,5072,626,626,116,1
Jam-11,25,5072,626,626,116,1
Jam-11,25,5070,626,626,112,1
Jam-11,25,5070,626,626,112,1
Jam-11,25,5072,626,626,116,1
Jam-11,25,5089,628,628,117,1
Jam-11,25,5105,630,630,118,1
Jam-11,25,5097,629,629,117,1
Jam-11,25,5097,629,629,119,1
Jam-11,25,5096,629,629,117,1
Jam-11,25,5083,627,627,116,1
Jam-11,25,5100,629,629,120,1
Jam-11,25,5088,628,628,115,1
Jam-11,25,5091,628,628,116,1
Jam-11,25,5098,629,629,115,1
Jam-11,25,5082,627,627,118,1
Jam-11,25,5094,629,629,117,1
Jam-11,25,5083,627,627,116,1
Jam-11,25,5063,625,625,112,1
Jam-11,25,5093,629,629,114,1
Jam-11,25,5080,627,627,114,1
Jam-11,25,5086,628,628,116,1
Jam-11,25,5092,628,628,120,1
Jam-11,25,5106,630,630,115,1
Jam-11,25,5080,627,627,114,1
Jam-11,25,5087,628,628,117,1
Jam-11,25,5091,628,628,116,1
Jam-11,25,5113,631,631,114,1
Jam-11,25,5105,630,630,114,1
Jam-11,25,5089,628,628,115,1
Jam-11,25,5087,628,628,117,1
Jam-11,25,5093,629,629,114,1
Jam-11,25,5078,627,627,113,1
Jam-11,25,5070,626,626,112,1
Jam-11,25,5098,629,629,115,1
Jam-11,25,5107,630,630,119,1
Jam-11,25,5081,627,627,114,1
Jam-11,25,5092,628,628,120,1
Jam-11,25,5088,628,628,115,1
Jam-11,25,5083,627,627,116,1
Jam-11,25,5088,628,628,115,1
Jam-11,25,5104,630,630,117,1
Jam-11,25,5088,628,628,113,1
Jam-11,25,5063,625,625,112,1
Jam-11,25,5080,627,627,113,1
Jam-11,25,5087,628,628,117,1
Jam-11,25,5088,628,628,113,1
Jam-11,25,5088,628,628,115,1
Jam-11,25,5063,625,625,112,1
Jam-11,25,5078,627,627,113,1
Jam-11,25,5112,631,631,118,1
Jam-11,25,5083,627,627,116,1
Jam-11,25,5063,625,625,112,1
Jam-11,25,5070,626,626,112,1
Jam-11,25,5103,630,630,114,1
Jam-11,25,5107,630,630,119,1
Jam-11,25,5073,626,626,114,1
Jam-11,25,5107,630,630,119,1
Jam-11,25,5097,629,629,117,1
Jam-11,25,5085,628,628,113,1
Jam-11,25,5081,627,627,114,1
Jam-11,25,5073,626,626,114,1
Jam-11,25,5080,627,627,114,1
Jam-11,25,5093,629,629,114,1
Jam-11,25,5102,630,630,118,1
Jam-11,25,5063,625,625,112,1
Jam-11,25,5078,627,627,113,1
Jam-11,25,5104,630,630,117,1
Jam-11,25,5081,627,627,114,1
Jam-11,25,5063,625,625,112,1
Jam-11,25,5086,628,628,116,1
Jam-11,25,5089,628,628,117,1
Jam-11,25,5097,629,629,119,1
Jam-12,17,10734,1158,1158,154,1
Jam-12,17,10740,1159,1159,153,1
Jam-12,17,10740,1159,1159,153,1
Jam-12,17,10734,1158,1158,154,1
Jam-12,17,10734,1158,1158,154,1
Jam-12,17,10734,1158,1158,154,1
Jam-12,17,10734,1158,1158,154,1
Jam-12,17,10740,1159,1159,153,1
Jam-12,17,10734,1158,1158,154,1
Jam-12,17,10734,1158,1158,154,1
Jam-12,17,10745,1160,1160,152,1
Jam-12,17,10734,1158,1158,154,1
Jam-12,17,10734,1158,1158,154,1
Jam-12,17,10734,1158,1158,154,1
Jam-12,17,10739,1159,1159,153,1
Jam-12,17,10734,1158,1158,154,1
Jam-12,17,10740,1159,1159,153,1
Jam-12,17,10734,1158,1158,154,1
Jam-12,17,10734,1158,1158,154,1
Jam-12,17,10734,1158,1158,154,1
Jam-12,17,10734,1158,1158,154,1
Jam-12,17,10734,1158,1158,154,1
Jam-12,17,10734,1158,1158,154,1
Jam-12,17,10734,1158,1158,154,1
Jam-12,17,10734,1158,1158,154,1
Jam-12,17,10734,1158,1158,154,1
Jam-12,17,10734,1158,1158,154,1
Jam-12,17,10734,1158,1158,154,1
Jam-12,17,10734,1158,1158,154,1
Jam-12,17,10734,1158,1158,154,1
Jam-12,17,10734,1158,1158,154,1
Jam-12,17,10734,1158,1158,154,1
Jam-12,17,10734,1158,1158,154,1
Jam-12,17,10740,1159,1159,153,1
Jam-12,17,10734,1158,1158,154,1
Jam-12,17,10734,1158,1158,154,1
Jam-12,17,10740,1159,1159,153,1
Jam-12,17,10734,1158,1158,154,1
Jam-12,17,10734,1158,1158,154,1
Jam-12,17,10734,1158,1158,154,1
Jam-12,17,10734,1158,1158,154,1
Jam-12,17,10734,1158,1158,154,1
Jam-12,17,10734,1158,1158,154,1
Jam-12,17,10734,1158,1158,154,1
Jam-12,17,10740,1159,1159,153,1
Jam-12,17,10734,1158,1158,154,1
Jam-12,17,10734,1158,1158,154,1
Jam-12,17,10734,1158,1158,154,1
Jam-12,17,10734,1158,1158,154,1
Jam-12,17,10745,1160,1160,152,1
Jam-12,17,10734,1158,1158,154,1
Jam-12,17,10740,1159,1159,153,1
Jam-12,17,10734,1158,1158,154,1
Jam-12,17,10739,1159,1159,153,1
Jam-12,17,10734,1158,1158,154,1
Jam-12,17,10734,1158,1158,154,1
Jam-12,17,10734,1158,1158,154,1
Jam-12,17,10739,1159,1159,153,1
Jam-12,17,10734,1158,1158,154,1
Jam-12,17,10734,1158,1158,154,1
Jam-12,17,10740,1159,1159,153,1
Jam-12,17,10734,1158,1158,154,1
Jam-12,17,10734,1158,1158,154,1
Jam-12,17,10734,1158,1158,154,1
Jam-12,17,10734,1158,1158,154,1
Jam-12,17,10734,1158,1158,154,1
Jam-12,17,10734,1158,1158,154,1
Jam-12,17,10734,1158,1158,154,1
Jam-12,17,10734,1158,1158,154,1
Jam-12,17,10734,1158,1158,154,1
Jam-12,17,10734,1158,1158,154,1
Jam-12,17,10734,1158,1158,154,1
Jam-12,17,10739,1159,1159,153,1
Jam-12,17,10734,1158,1158,154,1
Jam-12,17,10734,1158,1158,154,1
Jam-12,17,10739,1159,1159,153,1
Jam-12,17,10746,1160,1160,152,1
Jam-12,17,10734,1158,1158,154,1
Jam-12,17,10734,1158,1158,154,1
Jam-12,17,10734,1158,1158,154,1
Jam-12,17,10734,1158,1158,154,1
Jam-12,17,10734,1158,1158,154,1
Jam-12,17,10734,1158,1158,154,1
Jam-12,17,10734,1158,1158,154,1
Jam-12,17,10734,1158,1158,154,1
Jam-12,17,10734,1158,1158,154,1
Jam-12,17,10740,1159,1159,153,1
Jam-12,17,10734,1158,1158,154,1
Jam-12,17,10740,1159,1159,153,1
Jam-12,17,10734,1158,1158,154,1
Jam-12,17,10734,1158,1158,154,1
Jam-12,17,10734,1158,1158,154,1
Jam-12,17,10734,1158,1158,154,1
Jam-12,17,10740,1159,1159,153,1
Jam-12,17,10734,1158,1158,154,1
Jam-12,17,10734,1158,1158,154,1
Jam-12,17,10734,1158,1158,154,1
Jam-12,17,10734,1158,1158,154,1
Jam-12,17,10734,1158,1158,154,1
Jam-12,17,10734,1158,1158,154,1
