instance,alg,h_weight,learning_iters,alg_path,optimal_path,step
Jam-19,lrta2,1,10,46,11,23
Jam-19,lrta2,1,10,46,10,24
Jam-19,lrta2,1,10,46,10,25
Jam-19,lrta2,1,10,46,10,26
Jam-19,lrta2,1,10,46,11,27
Jam-19,lrta2,1,10,46,11,28
Jam-19,lrta2,1,10,46,11,29
Jam-19,lrta2,1,10,46,11,30
Jam-19,lrta2,1,10,46,10,31
Jam-19,lrta2,1,10,46,10,32
Jam-19,lrta2,1,10,46,9,33
Jam-19,lrta2,1,10,46,8,34
Jam-19,lrta2,1,10,46,7,35
Jam-19,lrta2,1,10,46,7,36
Jam-19,lrta2,1,10,46,7,37
Jam-19,lrta2,1,10,46,7,38
Jam-19,lrta2,1,10,46,7,39
Jam-19,lrta2,1,10,46,6,40
Jam-19,lrta2,1,10,46,6,41
Jam-19,lrta2,1,10,46,5,42
Jam-19,lrta2,1,10,46,4,43
Jam-19,lrta2,1,10,46,3,44
Jam-19,lrta2,1,10,46,2,45
Jam-19,lrta2,1,10,46,2,46
Jam-19,lrta3,1,15,93,23,1
Jam-19,lrta3,1,15,93,22,2
Jam-19,lrta3,1,15,93,22,3
Jam-19,lrta3,1,15,93,21,4
Jam-19,lrta3,1,15,93,21,5
Jam-19,lrta3,1,15,93,21,6
Jam-19,lrta3,1,15,93,21,7
Jam-19,lrta3,1,15,93,21,8
Jam-19,lrta3,1,15,93,21,9
Jam-19,lrta3,1,15,93,20,10
Jam-19,lrta3,1,15,93,21,11
Jam-19,lrta3,1,15,93,21,12
Jam-19,lrta3,1,15,93,21,13
Jam-19,lrta3,1,15,93,21,14
Jam-19,lrta3,1,15,93,21,15
Jam-19,lrta3,1,15,93,20,16
Jam-19,lrta3,1,15,93,21,17
Jam-19,lrta3,1,15,93,21,18
Jam-19,lrta3,1,15,93,21,19
Jam-19,lrta3,1,15,93,21,20
Jam-19,lrta3,1,15,93,21,21
Jam-19,lrta3,1,15,93,21,22
Jam-19,lrta3,1,15,93,21,23
Jam-19,lrta3,1,15,93,20,24
Jam-19,lrta3,1,15,93,20,25
Jam-19,lrta3,1,15,93,20,26
Jam-19,lrta3,1,15,93,21,27
Jam-19,lrta3,1,15,93,21,28
Jam-19,lrta3,1,15,93,21,29
Jam-19,lrta3,1,15,93,20,30
Jam-19,lrta3,1,15,93,21,31
Jam-19,lrta3,1,15,93,21,32
Jam-19,lrta3,1,15,93,21,33
Jam-19,lrta3,1,15,93,21,34
Jam-19,lrta3,1,15,93,21,35
Jam-19,lrta3,1,15,93,21,36
Jam-19,lrta3,1,15,93,21,37
Jam-19,lrta3,1,15,93,21,38
Jam-19,lrta3,1,15,93,21,39
Jam-19,lrta3,1,15,93,21,40
Jam-19,lrta3,1,15,93,20,41
Jam-19,lrta3,1,15,93,20,42
Jam-19,lrta3,1,15,93,20,43
Jam-19,lrta3,1,15,93,20,44
Jam-19,lrta3,1,15,93,20,45
Jam-19,lrta3,1,15,93,19,46
Jam-19,lrta3,1,15,93,20,47
Jam-19,lrta3,1,15,93,20,48
Jam-19,lrta3,1,15,93,19,49
Jam-19,lrta3,1,15,93,19,50
Jam-19,lrta3,1,15,93,19,51
Jam-19,lrta3,1,15,93,20,52
Jam-19,lrta3,1,15,93,20,53
Jam-19,lrta3,1,15,93,19,54
Jam-19,lrta3,1,15,93,18,55
Jam-19,lrta3,1,15,93,18,56
Jam-19,lrta3,1,15,93,18,57
Jam-19,lrta3,1,15,93,17,58
Jam-19,lrta3,1,15,93,17,59
Jam-19,lrta3,1,15,93,16,60
Jam-19,lrta3,1,15,93,17,61
Jam-19,lrta3,1,15,93,17,62
Jam-19,lrta3,1,15,93,17,63
Jam-19,lrta3,1,15,93,17,64
Jam-19,lrta3,1,15,93,17,65
Jam-19,lrta3,1,15,93,16,66
Jam-19,lrta3,1,15,93,15,67
Jam-19,lrta3,1,15,93,14,68
Jam-19,lrta3,1,15,93,13,69
Jam-19,lrta3,1,15,93,14,70
Jam-19,lrta3,1,15,93,14,71
Jam-19,lrta3,1,15,93,13,72
Jam-19,lrta3,1,15,93,12,73
Jam-19,lrta3,1,15,93,12,74
Jam-19,lrta3,1,15,93,11,75
Jam-19,lrta3,1,15,93,11,76
Jam-19,lrta3,1,15,93,10,77
Jam-19,lrta3,1,15,93,11,78
Jam-19,lrta3,1,15,93,12,79
Jam-19,lrta3,1,15,93,12,80
Jam-19,lrta3,1,15,93,11,81
Jam-19,lrta3,1,15,93,10,82
Jam-19,lrta3,1,15,93,9,83
Jam-19,lrta3,1,15,93,9,84
Jam-19,lrta3,1,15,93,8,85
Jam-19,lrta3,1,15,93,7,86
Jam-19,lrta3,1,15,93,6,87
Jam-19,lrta3,1,15,93,6,88
Jam-19,lrta3,1,15,93,5,89
Jam-19,lrta3,1,15,93,4,90
Jam-19,lrta3,1,15,93,3,91
Jam-19,lrta3,1,15,93,2,92
Jam-19,lrta3,1,15,93,2,93
Jam-19,lrta4,1,25,26,23,1
Jam-19,lrta4,1,25,26,22,2
Jam-19,lrta4,1,25,26,21,3
Jam-19,lrta4,1,25,26,21,4
Jam-19,lrta4,1,25,26,20,5
Jam-19,lrta4,1,25,26,19,6
Jam-19,lrta4,1,25,26,19,7
Jam-19,lrta4,1,25,26,18,8
Jam-19,lrta4,1,25,26,17,9
Jam-19,lrta4,1,25,26,16,10
Jam-19,lrta4,1,25,26,15,11
Jam-19,lrta4,1,25,26,14,12
Jam-19,lrta4,1,25,26,13,13
Jam-19,lrta4,1,25,26,12,14
Jam-19,lrta4,1,25,26,12,15
Jam-19,lrta4,1,25,26,11,16
Jam-19,lrta4,1,25,26,10,17
Jam-19,lrta4,1,25,26,9,18
Jam-19,lrta4,1,25,26,8,19
Jam-19,lrta4,1,25,26,7,20
Jam-19,lrta4,1,25,26,6,21
Jam-19,lrta4,1,25,26,5,22
Jam-19,lrta4,1,25,26,4,23
Jam-19,lrta4,1,25,26,3,24
Jam-19,lrta4,1,25,26,2,25
Jam-19,lrta4,1,25,26,2,26
Jam-19,lrta5,1.5,25,51,23,1
Jam-19,lrta5,1.5,25,51,23,2
Jam-19,lrta5,1.5,25,51,23,3
Jam-19,lrta5,1.5,25,51,22,4
Jam-19,lrta5,1.5,25,51,21,5
Jam-19,lrta5,1.5,25,51,20,6
Jam-19,lrta5,1.5,25,51,19,7
Jam-19,lrta5,1.5,25,51,19,8
Jam-19,lrta5,1.5,25,51,18,9
Jam-19,lrta5,1.5,25,51,19,10
Jam-19,lrta5,1.5,25,51,20,11
Jam-19,lrta5,1.5,25,51,20,12
Jam-19,lrta5,1.5,25,51,20,13
Jam-19,lrta5,1.5,25,51,20,14
Jam-19,lrta5,1.5,25,51,19,15
Jam-19,lrta5,1.5,25,51,20,16
Jam-19,lrta5,1.5,25,51,20,17
Jam-19,lrta5,1.5,25,51,20,18
Jam-19,lrta5,1.5,25,51,20,19
Jam-19,lrta5,1.5,25,51,20,20
Jam-19,lrta5,1.5,25,51,20,21
Jam-19,lrta5,1.5,25,51,20,22
Jam-19,lrta5,1.5,25,51,20,23
Jam-19,lrta5,1.5,25,51,20,24
Jam-19,lrta5,1.5,25,51,19,25
Jam-19,lrta5,1.5,25,51,18,26
Jam-19,lrta5,1.5,25,51,19,27
Jam-19,lrta5,1.5,25,51,18,28
Jam-19,lrta5,1.5,25,51,19,29
Jam-19,lrta5,1.5,25,51,19,30
Jam-19,lrta5,1.5,25,51,19,31
Jam-19,lrta5,1.5,25,51,19,32
Jam-19,lrta5,1.5,25,51,18,33
Jam-19,lrta5,1.5,25,51,18,34
Jam-19,lrta5,1.5,25,51,17,35
Jam-19,lrta5,1.5,25,51,16,36
Jam-19,lrta5,1.5,25,51,15,37
Jam-19,lrta5,1.5,25,51,14,38
Jam-19,lrta5,1.5,25,51,13,39
Jam-19,lrta5,1.5,25,51,12,40
Jam-19,lrta5,1.5,25,51,11,41
Jam-19,lrta5,1.5,25,51,10,42
Jam-19,lrta5,1.5,25,51,9,43
Jam-19,lrta5,1.5,25,51,8,44
Jam-19,lrta5,1.5,25,51,7,45
Jam-19,lrta5,1.5,25,51,6,46
Jam-19,lrta5,1.5,25,51,5,47
Jam-19,lrta5,1.5,25,51,4,48
Jam-19,lrta5,1.5,25,51,3,49
Jam-19,lrta5,1.5,25,51,2,50
Jam-19,lrta5,1.5,25,51,2,51
Jam-20,lrta0,1,1,70,11,1
Jam-20,lrta0,1,1,70,12,2
Jam-20,lrta0,1,1,70,11,3
Jam-20,lrta0,1,1,70,10,4
Jam-20,lrta0,1,1,70,10,5
Jam-20,lrta0,1,1,70,10,6
Jam-20,lrta0,1,1,70,9,7
Jam-20,lrta0,1,1,70,8,8
Jam-20,lrta0,1,1,70,7,9
Jam-20,lrta0,1,1,70,8,10
Jam-20,lrta0,1,1,70,8,11
Jam-20,lrta0,1,1,70,8,12
Jam-20,lrta0,1,1,70,7,13
Jam-20,lrta0,1,1,70,7,14
Jam-20,lrta0,1,1,70,8,15
Jam-20,lrta0,1,1,70,8,16
Jam-20,lrta0,1,1,70,8,17
Jam-20,lrta0,1,1,70,7,18
Jam-20,lrta0,1,1,70,8,19
Jam-20,lrta0,1,1,70,8,20
Jam-20,lrta0,1,1,70,8,21
Jam-20,lrta0,1,1,70,7,22
Jam-20,lrta0,1,1,70,7,23
Jam-20,lrta0,1,1,70,8,24
Jam-20,lrta0,1,1,70,8,25
Jam-20,lrta0,1,1,70,8,26
Jam-20,lrta0,1,1,70,8,27
Jam-20,lrta0,1,1,70,8,28
Jam-20,lrta0,1,1,70,8,29
Jam-20,lrta0,1,1,70,7,30
Jam-20,lrta0,1,1,70,8,31
Jam-20,lrta0,1,1,70,8,32
Jam-20,lrta0,1,1,70,8,33
Jam-20,lrta0,1,1,70,7,34
Jam-20,lrta0,1,1,70,7,35
Jam-20,lrta0,1,1,70,8,36
Jam-20,lrta0,1,1,70,8,37
Jam-20,lrta0,1,1,70,7,38
Jam-20,lrta0,1,1,70,6,39
Jam-20,lrta0,1,1,70,7,40
Jam-20,lrta0,1,1,70,7,41
Jam-20,lrta0,1,1,70,6,42
Jam-20,lrta0,1,1,70,6,43
Jam-20,lrta0,1,1,70,7,44
Jam-20,lrta0,1,1,70,7,45
Jam-20,lrta0,1,1,70,6,46
Jam-20,lrta0,1,1,70,6,47
Jam-20,lrta0,1,1,70,7,48
Jam-20,lrta0,1,1,70,7,49
Jam-20,lrta0,1,1,70,7,50
Jam-20,lrta0,1,1,70,6,51
Jam-20,lrta0,1,1,70,6,52
Jam-20,lrta0,1,1,70,5,53
Jam-20,lrta0,1,1,70,4,54
Jam-20,lrta0,1,1,70,3,55
Jam-20,lrta0,1,1,70,3,56
Jam-20,lrta0,1,1,70,4,57
Jam-20,lrta0,1,1,70,4,58
Jam-20,lrta0,1,1,70,4,59
Jam-20,lrta0,1,1,70,4,60
Jam-20,lrta0,1,1,70,4,61
Jam-20,lrta0,1,1,70,3,62
Jam-20,lrta0,1,1,70,3,63
Jam-20,lrta0,1,1,70,3,64
Jam-20,lrta0,1,1,70,3,65
Jam-20,lrta0,1,1,70,4,66
Jam-20,lrta0,1,1,70,4,67
Jam-20,lrta0,1,1,70,3,68
Jam-20,lrta0,1,1,70,2,69
Jam-20,lrta0,1,1,70,2,70
Jam-20,lrta1,1,5,16,11,1
Jam-20,lrta1,1,5,16,10,2
Jam-20,lrta1,1,5,16,9,3
Jam-20,lrta1,1,5,16,8,4
Jam-20,lrta1,1,5,16,7,5
Jam-20,lrta1,1,5,16,7,6
Jam-20,lrta1,1,5,16,6,7
Jam-20,lrta1,1,5,16,6,8
Jam-20,lrta1,1,5,16,6,9
Jam-20,lrta1,1,5,16,5,10
Jam-20,lrta1,1,5,16,4,11
Jam-20,lrta1,1,5,16,3,12
Jam-20,lrta1,1,5,16,3,13
Jam-20,lrta1,1,5,16,3,14
Jam-20,lrta1,1,5,16,2,15
Jam-20,lrta1,1,5,16,2,16
Jam-20,lrta2,1,10,19,11,1
Jam-20,lrta2,1,10,19,10,2
Jam-20,lrta2,1,10,19,9,3
Jam-20,lrta2,1,10,19,8,4
Jam-20,lrta2,1,10,19,7,5
Jam-20,lrta2,1,10,19,7,6
Jam-20,lrta2,1,10,19,7,7
Jam-20,lrta2,1,10,19,6,8
Jam-20,lrta2,1,10,19,5,9
Jam-20,lrta2,1,10,19,4,10
Jam-20,lrta2,1,10,19,3,11
Jam-20,lrta2,1,10,19,3,12
Jam-20,lrta2,1,10,19,3,13
Jam-20,lrta2,1,10,19,3,14
Jam-20,lrta2,1,10,19,3,15
Jam-20,lrta2,1,10,19,3,16
Jam-20,lrta2,1,10,19,3,17
Jam-20,lrta2,1,10,19,2,18
Jam-20,lrta2,1,10,19,2,19
Jam-20,lrta3,1,15,15,11,1
Jam-20,lrta3,1,15,15,10,2
Jam-20,lrta3,1,15,15,9,3
Jam-20,lrta3,1,15,15,8,4
Jam-20,lrta3,1,15,15,7,5
Jam-20,lrta3,1,15,15,6,6
Jam-20,lrta3,1,15,15,5,7
Jam-20,lrta3,1,15,15,4,8
Jam-20,lrta3,1,15,15,4,9
Jam-20,lrta3,1,15,15,3,10
Jam-20,lrta3,1,15,15,3,11
Jam-20,lrta3,1,15,15,3,12
Jam-20,lrta3,1,15,15,3,13
Jam-20,lrta3,1,15,15,2,14
Jam-20,lrta3,1,15,15,2,15
Jam-20,lrta4,1,25,129,11,1
Jam-20,lrta4,1,25,129,10,2
Jam-20,lrta4,1,25,129,9,3
Jam-20,lrta4,1,25,129,8,4
Jam-20,lrta4,1,25,129,8,5
Jam-20,lrta4,1,25,129,9,6
Jam-20,lrta4,1,25,129,10,7
Jam-20,lrta4,1,25,129,10,8
Jam-20,lrta4,1,25,129,9,9
Jam-20,lrta4,1,25,129,10,10
Jam-20,lrta4,1,25,129,9,11
Jam-20,lrta4,1,25,129,8,12
Jam-20,lrta4,1,25,129,8,13
Jam-20,lrta4,1,25,129,8,14
Jam-20,lrta4,1,25,129,8,15
Jam-20,lrta4,1,25,129,9,16
Jam-20,lrta4,1,25,129,9,17
Jam-20,lrta4,1,25,129,9,18
Jam-20,lrta4,1,25,129,9,19
Jam-20,lrta4,1,25,129,9,20
Jam-20,lrta4,1,25,129,8,21
Jam-20,lrta4,1,25,129,8,22
Jam-20,lrta4,1,25,129,9,23
Jam-20,lrta4,1,25,129,10,24
Jam-20,lrta4,1,25,129,10,25
Jam-20,lrta4,1,25,129,10,26
Jam-20,lrta4,1,25,129,11,27
Jam-20,lrta4,1,25,129,11,28
Jam-20,lrta4,1,25,129,11,29
Jam-20,lrta4,1,25,129,11,30
Jam-20,lrta4,1,25,129,11,31
Jam-20,lrta4,1,25,129,11,32
Jam-20,lrta4,1,25,129,11,33
Jam-20,lrta4,1,25,129,11,34
Jam-20,lrta4,1,25,129,12,35
Jam-20,lrta4,1,25,129,13,36
Jam-20,lrta4,1,25,129,13,37
Jam-20,lrta4,1,25,129,12,38
Jam-20,lrta4,1,25,129,13,39
Jam-20,lrta4,1,25,129,12,40
Jam-20,lrta4,1,25,129,12,41
Jam-20,lrta4,1,25,129,12,42
Jam-20,lrta4,1,25,129,11,43
Jam-20,lrta4,1,25,129,12,44
Jam-20,lrta4,1,25,129,12,45
Jam-20,lrta4,1,25,129,12,46
Jam-20,lrta4,1,25,129,12,47
Jam-20,lrta4,1,25,129,12,48
Jam-20,lrta4,1,25,129,12,49
Jam-20,lrta4,1,25,129,12,50
Jam-20,lrta4,1,25,129,12,51
Jam-20,lrta4,1,25,129,12,52
Jam-20,lrta4,1,25,129,13,53
Jam-20,lrta4,1,25,129,12,54
Jam-20,lrta4,1,25,129,12,55
Jam-20,lrta4,1,25,129,11,56
Jam-20,lrta4,1,25,129,11,57
Jam-20,lrta4,1,25,129,12,58
Jam-20,lrta4,1,25,129,12,59
Jam-20,lrta4,1,25,129,12,60
Jam-20,lrta4,1,25,129,12,61
Jam-20,lrta4,1,25,129,12,62
Jam-20,lrta4,1,25,129,12,63
Jam-20,lrta4,1,25,129,12,64
Jam-20,lrta4,1,25,129,13,65
Jam-20,lrta4,1,25,129,13,66
Jam-20,lrta4,1,25,129,14,67
Jam-20,lrta4,1,25,129,14,68
Jam-20,lrta4,1,25,129,13,69
Jam-20,lrta4,1,25,129,12,70
Jam-20,lrta4,1,25,129,12,71
Jam-20,lrta4,1,25,129,11,72
Jam-20,lrta4,1,25,129,11,73
Jam-20,lrta4,1,25,129,12,74
Jam-20,lrta4,1,25,129,13,75
Jam-20,lrta4,1,25,129,13,76
Jam-20,lrta4,1,25,129,12,77
Jam-20,lrta4,1,25,129,12,78
Jam-20,lrta4,1,25,129,12,79
Jam-20,lrta4,1,25,129,12,80
Jam-20,lrta4,1,25,129,13,81
Jam-20,lrta4,1,25,129,13,82
Jam-20,lrta4,1,25,129,13,83
Jam-20,lrta4,1,25,129,14,84
Jam-20,lrta4,1,25,129,13,85
Jam-20,lrta4,1,25,129,12,86
Jam-20,lrta4,1,25,129,12,87
Jam-20,lrta4,1,25,129,11,88
Jam-20,lrta4,1,25,129,10,89
Jam-20,lrta4,1,25,129,10,90
Jam-20,lrta4,1,25,129,9,91
Jam-20,lrta4,1,25,129,9,92
Jam-20,lrta4,1,25,129,9,93
Jam-20,lrta4,1,25,129,9,94
Jam-20,lrta4,1,25,129,9,95
Jam-20,lrta4,1,25,129,9,96
Jam-20,lrta4,1,25,129,9,97
Jam-20,lrta4,1,25,129,9,98
Jam-20,lrta4,1,25,129,9,99
Jam-20,lrta4,1,25,129,9,100
Jam-20,lrta4,1,25,129,10,101
Jam-20,lrta4,1,25,129,10,102
Jam-20,lrta4,1,25,129,10,103
Jam-20,lrta4,1,25,129,9,104
Jam-20,lrta4,1,25,129,8,105
Jam-20,lrta4,1,25,129,8,106
Jam-20,lrta4,1,25,129,8,107
Jam-20,lrta4,1,25,129,8,108
Jam-20,lrta4,1,25,129,8,109
Jam-20,lrta4,1,25,129,8,110
Jam-20,lrta4,1,25,129,8,111
Jam-20,lrta4,1,25,129,8,112
Jam-20,lrta4,1,25,129,7,113
Jam-20,lrta4,1,25,129,7,114
Jam-20,lrta4,1,25,129,7,115
Jam-20,lrta4,1,25,129,8,116
Jam-20,lrta4,1,25,129,7,117
Jam-20,lrta4,1,25,129,8,118
Jam-20,lrta4,1,25,129,9,119
Jam-20,lrta4,1,25,129,8,120
Jam-20,lrta4,1,25,129,8,121
Jam-20,lrta4,1,25,129,7,122
Jam-20,lrta4,1,25,129,6,123
Jam-20,lrta4,1,25,129,6,124
Jam-20,lrta4,1,25,129,5,125
Jam-20,lrta4,1,25,129,4,126
Jam-20,lrta4,1,25,129,3,127
Jam-20,lrta4,1,25,129,2,128
Jam-20,lrta4,1,25,129,2,129
Jam-20,lrta5,1.5,25,12,11,1
Jam-20,lrta5,1.5,25,12,10,2
Jam-20,lrta5,1.5,25,12,9,3
Jam-20,lrta5,1.5,25,12,8,4
Jam-20,lrta5,1.5,25,12,7,5
Jam-20,lrta5,1.5,25,12,6,6
Jam-20,lrta5,1.5,25,12,5,7
Jam-20,lrta5,1.5,25,12,5,8
Jam-20,lrta5,1.5,25,12,4,9
Jam-20,lrta5,1.5,25,12,3,10
Jam-20,lrta5,1.5,25,12,2,11
Jam-20,lrta5,1.5,25,12,2,12
Jam-3,lrta0,1,1,389,15,1
Jam-3,lrta0,1,1,389,15,2
Jam-3,lrta0,1,1,389,15,3
Jam-3,lrta0,1,1,389,15,4
Jam-3,lrta0,1,1,389,15,5
Jam-3,lrta0,1,1,389,15,6
Jam-3,lrta0,1,1,389,15,7
Jam-3,lrta0,1,1,389,14,8
Jam-3,lrta0,1,1,389,14,9
Jam-3,lrta0,1,1,389,14,10
Jam-3,lrta0,1,1,389,14,11
Jam-3,lrta0,1,1,389,14,12
Jam-3,lrta0,1,1,389,14,13
Jam-3,lrta0,1,1,389,14,14
Jam-3,lrta0,1,1,389,14,15
Jam-3,lrta0,1,1,389,15,16
Jam-3,lrta0,1,1,389,15,17
Jam-3,lrta0,1,1,389,15,18
Jam-3,lrta0,1,1,389,15,19
Jam-3,lrta0,1,1,389,15,20
Jam-3,lrta0,1,1,389,15,21
Jam-3,lrta0,1,1,389,15,22
Jam-3,lrta0,1,1,389,15,23
Jam-3,lrta0,1,1,389,15,24
Jam-3,lrta0,1,1,389,15,25
Jam-3,lrta0,1,1,389,15,26
Jam-3,lrta0,1,1,389,15,27
Jam-3,lrta0,1,1,389,15,28
Jam-3,lrta0,1,1,389,15,29
Jam-3,lrta0,1,1,389,15,30
Jam-3,lrta0,1,1,389,15,31
Jam-3,lrta0,1,1,389,15,32
Jam-3,lrta0,1,1,389,15,33
Jam-3,lrta0,1,1,389,14,34
Jam-3,lrta0,1,1,389,14,35
Jam-3,lrta0,1,1,389,15,36
Jam-3,lrta0,1,1,389,15,37
Jam-3,lrta0,1,1,389,14,38
Jam-3,lrta0,1,1,389,14,39
Jam-3,lrta0,1,1,389,15,40
Jam-3,lrta0,1,1,389,14,41
Jam-3,lrta0,1,1,389,15,42
Jam-3,lrta0,1,1,389,14,43
Jam-3,lrta0,1,1,389,13,44
Jam-3,lrta0,1,1,389,13,45
Jam-3,lrta0,1,1,389,14,46
Jam-3,lrta0,1,1,389,15,47
Jam-3,lrta0,1,1,389,14,48
Jam-3,lrta0,1,1,389,14,49
Jam-3,lrta0,1,1,389,13,50
Jam-3,lrta0,1,1,389,13,51
Jam-3,lrta0,1,1,389,14,52
Jam-3,lrta0,1,1,389,14,53
Jam-3,lrta0,1,1,389,15,54
Jam-3,lrta0,1,1,389,14,55
Jam-3,lrta0,1,1,389,15,56
Jam-3,lrta0,1,1,389,15,57
Jam-3,lrta0,1,1,389,14,58
Jam-3,lrta0,1,1,389,15,59
Jam-3,lrta0,1,1,389,14,60
Jam-3,lrta0,1,1,389,15,61
Jam-3,lrta0,1,1,389,14,62
Jam-3,lrta0,1,1,389,14,63
Jam-3,lrta0,1,1,389,14,64
Jam-3,lrta0,1,1,389,14,65
Jam-3,lrta0,1,1,389,14,66
Jam-3,lrta0,1,1,389,14,67
Jam-3,lrta0,1,1,389,15,68
Jam-3,lrta0,1,1,389,14,69
Jam-3,lrta0,1,1,389,14,70
Jam-3,lrta0,1,1,389,13,71
Jam-3,lrta0,1,1,389,12,72
Jam-3,lrta0,1,1,389,12,73
Jam-3,lrta0,1,1,389,12,74
Jam-3,lrta0,1,1,389,13,75
Jam-3,lrta0,1,1,389,14,76
Jam-3,lrta0,1,1,389,14,77
Jam-3,lrta0,1,1,389,13,78
Jam-3,lrta0,1,1,389,13,79
Jam-3,lrta0,1,1,389,13,80
Jam-3,lrta0,1,1,389,12,81
Jam-3,lrta0,1,1,389,13,82
Jam-3,lrta0,1,1,389,13,83
Jam-3,lrta0,1,1,389,14,84
Jam-3,lrta0,1,1,389,14,85
Jam-3,lrta0,1,1,389,14,86
Jam-3,lrta0,1,1,389,14,87
Jam-3,lrta0,1,1,389,14,88
Jam-3,lrta0,1,1,389,13,89
Jam-3,lrta0,1,1,389,13,90
Jam-3,lrta0,1,1,389,14,91
Jam-3,lrta0,1,1,389,14,92
Jam-3,lrta0,1,1,389,14,93
Jam-3,lrta0,1,1,389,14,94
Jam-3,lrta0,1,1,389,15,95
Jam-3,lrta0,1,1,389,15,96
Jam-3,lrta0,1,1,389,14,97
Jam-3,lrta0,1,1,389,13,98
Jam-3,lrta0,1,1,389,14,99
Jam-3,lrta0,1,1,389,14,100
Jam-3,lrta0,1,1,389,13,101
Jam-3,lrta0,1,1,389,13,102
Jam-3,lrta0,1,1,389,13,103
Jam-3,lrta0,1,1,389,14,104
Jam-3,lrta0,1,1,389,14,105
Jam-3,lrta0,1,1,389,15,106
Jam-3,lrta0,1,1,389,15,107
Jam-3,lrta0,1,1,389,15,108
Jam-3,lrta0,1,1,389,14,109
Jam-3,lrta0,1,1,389,14,110
Jam-3,lrta0,1,1,389,15,111
Jam-3,lrta0,1,1,389,14,112
Jam-3,lrta0,1,1,389,14,113
Jam-3,lrta0,1,1,389,13,114
Jam-3,lrta0,1,1,389,13,115
Jam-3,lrta0,1,1,389,14,116
Jam-3,lrta0,1,1,389,15,117
Jam-3,lrta0,1,1,389,15,118
Jam-3,lrta0,1,1,389,15,119
Jam-3,lrta0,1,1,389,15,120
Jam-3,lrta0,1,1,389,14,121
Jam-3,lrta0,1,1,389,13,122
Jam-3,lrta0,1,1,389,13,123
Jam-3,lrta0,1,1,389,14,124
Jam-3,lrta0,1,1,389,14,125
Jam-3,lrta0,1,1,389,14,126
Jam-3,lrta0,1,1,389,14,127
Jam-3,lrta0,1,1,389,13,128
Jam-3,lrta0,1,1,389,13,129
Jam-3,lrta0,1,1,389,14,130
Jam-3,lrta0,1,1,389,14,131
Jam-3,lrta0,1,1,389,15,132
Jam-3,lrta0,1,1,389,14,133
Jam-3,lrta0,1,1,389,13,134
Jam-3,lrta0,1,1,389,13,135
Jam-3,lrta0,1,1,389,14,136
Jam-3,lrta0,1,1,389,15,137
Jam-3,lrta0,1,1,389,14,138
Jam-3,lrta0,1,1,389,14,139
Jam-3,lrta0,1,1,389,14,140
Jam-3,lrta0,1,1,389,13,141
Jam-3,lrta0,1,1,389,13,142
Jam-3,lrta0,1,1,389,14,143
Jam-3,lrta0,1,1,389,14,144
Jam-3,lrta0,1,1,389,15,145
Jam-3,lrta0,1,1,389,15,146
Jam-3,lrta0,1,1,389,15,147
Jam-3,lrta0,1,1,389,15,148
Jam-3,lrta0,1,1,389,14,149
Jam-3,lrta0,1,1,389,14,150
Jam-3,lrta0,1,1,389,15,151
Jam-3,lrta0,1,1,389,15,152
Jam-3,lrta0,1,1,389,15,153
Jam-3,lrta0,1,1,389,15,154
Jam-3,lrta0,1,1,389,15,155
Jam-3,lrta0,1,1,389,15,156
Jam-3,lrta0,1,1,389,14,157
Jam-3,lrta0,1,1,389,14,158
Jam-3,lrta0,1,1,389,14,159
Jam-3,lrta0,1,1,389,15,160
Jam-3,lrta0,1,1,389,15,161
Jam-3,lrta0,1,1,389,15,162
Jam-3,lrta0,1,1,389,15,163
Jam-3,lrta0,1,1,389,15,164
Jam-3,lrta0,1,1,389,15,165
Jam-3,lrta0,1,1,389,15,166
Jam-3,lrta0,1,1,389,15,167
Jam-3,lrta0,1,1,389,15,168
Jam-3,lrta0,1,1,389,14,169
Jam-3,lrta0,1,1,389,15,170
Jam-3,lrta0,1,1,389,14,171
Jam-3,lrta0,1,1,389,14,172
Jam-3,lrta0,1,1,389,14,173
Jam-3,lrta0,1,1,389,14,174
Jam-3,lrta0,1,1,389,14,175
Jam-3,lrta0,1,1,389,14,176
Jam-3,lrta0,1,1,389,14,177
Jam-3,lrta0,1,1,389,14,178
Jam-3,lrta0,1,1,389,14,179
Jam-3,lrta0,1,1,389,13,180
Jam-3,lrta0,1,1,389,12,181
Jam-3,lrta0,1,1,389,12,182
Jam-3,lrta0,1,1,389,12,183
Jam-3,lrta0,1,1,389,12,184
Jam-3,lrta0,1,1,389,12,185
Jam-3,lrta0,1,1,389,12,186
Jam-3,lrta0,1,1,389,12,187
Jam-3,lrta0,1,1,389,12,188
Jam-3,lrta0,1,1,389,12,189
Jam-3,lrta0,1,1,389,13,190
Jam-3,lrta0,1,1,389,13,191
Jam-3,lrta0,1,1,389,13,192
Jam-3,lrta0,1,1,389,13,193
Jam-3,lrta0,1,1,389,13,194
Jam-3,lrta0,1,1,389,13,195
Jam-3,lrta0,1,1,389,13,196
Jam-3,lrta0,1,1,389,12,197
Jam-3,lrta0,1,1,389,11,198
Jam-3,lrta0,1,1,389,11,199
Jam-3,lrta0,1,1,389,11,200
Jam-3,lrta0,1,1,389,11,201
Jam-3,lrta0,1,1,389,11,202
Jam-3,lrta0,1,1,389,11,203
Jam-3,lrta0,1,1,389,10,204
